f_subject_id,f_lchapter_id,f_lchapter_nm,f_mchapter_id,f_mchapter_nm,성취기준코드,성취기준 내용,성취수준 A,성취수준 B,성취수준 C,f_schapter_id,f_schapter_nm,f_tchapter_id,f_tchapter_nm,핵심키워드_v2,핵심키워드_v1
2212,17122834,1. 9까지의 수,14201780,"6, 7, 8, 9 알아보기",2수01-01,"수의 필요성을 인식하면서 0과 100까지의 수 개념을 이해하고, 수를 세고 읽고 쓸 수 있다.","수가 사용되는 여러 가지 실생활 상황에서 수의 필요성을 말하고, 0과 50까지 또는 100까지의 수를 10개씩 묶음과 낱개로 나타내며, 수를 읽고 쓸 수 있다.","실생활에서 수가 사용되는 상황을 말하고, 10개씩 묶음과 낱개를 이용하여 0과 50까지 또는 100까지의 수 개념을 이해하며, 수를 읽고 쓸 수 있다.","실생활에서 수가 사용됨을 알고, 구체물을 세어 0과 50까지 또는 100까지의 수 개념을 이해하며, 수를 읽고 쓸 수 있다.",12234967,"6, 7, 8, 9 알아보기",12236848,수만큼 그림묶기(6~9까지의 수),"수의 필요성수의 필요성, 0과 100까지, 수 개념, 읽기, 쓰기, 10개씩 묶음, 낱개, 실생활","수의 필요성, 0과 100까지 수, 읽기, 쓰기"
2212,17122834,1. 9까지의 수,14201781,9까지 수의 순서,2수01-03,"네 자리 이하의 수의 범위에서 수의 계열을 이해하고, 수의 크기를 비교할 수 있다.","네 자리 이하의 수의 범위에서 수의 계열을 이해하고 여러 가지 방법으로 수를 세며, 수의 크기를 비교하고 그 방법을 설명할 수 있다.","네 자리 이하의 수의 범위에서 수의 계열을 이해하여 뛰어 세기를 하고, 수의 크기를 비교할 수 있다.","네 자리 이하의 수의 범위에서 수를 순서대로 말하고, 구체적인 조작 활동을 통하여 수의 크기를 비교할 수 있다.",12234968,1~9까지 수의 순서 이해하기,12236849,수의 순서 알아보기(9까지의 수),"네 자리 이하, 수의 범위, 수의 계열, 이해, 수의 크기, 비교, 방법, 설명, 순서대로 말하기, 조작 활동","네 자리 수, 수의 계열, 크기 비교"
2212,17122834,1. 9까지의 수,14201781,9까지 수의 순서,2수01-03,"네 자리 이하의 수의 범위에서 수의 계열을 이해하고, 수의 크기를 비교할 수 있다.","네 자리 이하의 수의 범위에서 수의 계열을 이해하고 여러 가지 방법으로 수를 세며, 수의 크기를 비교하고 그 방법을 설명할 수 있다.","네 자리 이하의 수의 범위에서 수의 계열을 이해하여 뛰어 세기를 하고, 수의 크기를 비교할 수 있다.","네 자리 이하의 수의 범위에서 수를 순서대로 말하고, 구체적인 조작 활동을 통하여 수의 크기를 비교할 수 있다.",12234968,1~9까지 수의 순서 이해하기,12236850,수의 순서 읽어 보기(9까지의 수),"네 자리 이하, 수의 범위, 수의 계열, 이해, 수의 크기, 비교, 방법, 설명, 순서대로 말하기, 조작 활동","네 자리 수, 수의 계열, 크기 비교"
2212,17122834,1. 9까지의 수,14201781,9까지 수의 순서,2수01-03,"네 자리 이하의 수의 범위에서 수의 계열을 이해하고, 수의 크기를 비교할 수 있다.","네 자리 이하의 수의 범위에서 수의 계열을 이해하고 여러 가지 방법으로 수를 세며, 수의 크기를 비교하고 그 방법을 설명할 수 있다.","네 자리 이하의 수의 범위에서 수의 계열을 이해하여 뛰어 세기를 하고, 수의 크기를 비교할 수 있다.","네 자리 이하의 수의 범위에서 수를 순서대로 말하고, 구체적인 조작 활동을 통하여 수의 크기를 비교할 수 있다.",12234968,1~9까지 수의 순서 이해하기,12236851,순서에 맞게 선 잇기(9까지의 수),"네 자리 이하, 수의 범위, 수의 계열, 이해, 수의 크기, 비교, 방법, 설명, 순서대로 말하기, 조작 활동","네 자리 수, 수의 계열, 크기 비교"
2212,17122834,1. 9까지의 수,14201781,9까지 수의 순서,2수01-03,"네 자리 이하의 수의 범위에서 수의 계열을 이해하고, 수의 크기를 비교할 수 있다.","네 자리 이하의 수의 범위에서 수의 계열을 이해하고 여러 가지 방법으로 수를 세며, 수의 크기를 비교하고 그 방법을 설명할 수 있다.","네 자리 이하의 수의 범위에서 수의 계열을 이해하여 뛰어 세기를 하고, 수의 크기를 비교할 수 있다.","네 자리 이하의 수의 범위에서 수를 순서대로 말하고, 구체적인 조작 활동을 통하여 수의 크기를 비교할 수 있다.",12234969,1~9까지 수의 순서 찾기,12236852,방향에 따른 그림과 수의 순서 알기(9까지의 수),"네 자리 이하, 수의 범위, 수의 계열, 이해, 수의 크기, 비교, 방법, 설명, 순서대로 말하기, 조작 활동","네 자리 수, 수의 계열, 크기 비교"
2212,17122834,1. 9까지의 수,14201781,9까지 수의 순서,2수01-03,"네 자리 이하의 수의 범위에서 수의 계열을 이해하고, 수의 크기를 비교할 수 있다.","네 자리 이하의 수의 범위에서 수의 계열을 이해하고 여러 가지 방법으로 수를 세며, 수의 크기를 비교하고 그 방법을 설명할 수 있다.","네 자리 이하의 수의 범위에서 수의 계열을 이해하여 뛰어 세기를 하고, 수의 크기를 비교할 수 있다.","네 자리 이하의 수의 범위에서 수를 순서대로 말하고, 구체적인 조작 활동을 통하여 수의 크기를 비교할 수 있다.",12234969,1~9까지 수의 순서 찾기,12236853,개수와 수의 순서의 차이 알기(9까지의 수),"네 자리 이하, 수의 범위, 수의 계열, 이해, 수의 크기, 비교, 방법, 설명, 순서대로 말하기, 조작 활동","네 자리 수, 수의 계열, 크기 비교"
2212,17122834,1. 9까지의 수,14201781,9까지 수의 순서,2수01-03,"네 자리 이하의 수의 범위에서 수의 계열을 이해하고, 수의 크기를 비교할 수 있다.","네 자리 이하의 수의 범위에서 수의 계열을 이해하고 여러 가지 방법으로 수를 세며, 수의 크기를 비교하고 그 방법을 설명할 수 있다.","네 자리 이하의 수의 범위에서 수의 계열을 이해하여 뛰어 세기를 하고, 수의 크기를 비교할 수 있다.","네 자리 이하의 수의 범위에서 수를 순서대로 말하고, 구체적인 조작 활동을 통하여 수의 크기를 비교할 수 있다.",12234969,1~9까지 수의 순서 찾기,12236854,[문장제] 순서에 맞는 답 구하기,"네 자리 이하, 수의 범위, 수의 계열, 이해, 수의 크기, 비교, 방법, 설명, 순서대로 말하기, 조작 활동","네 자리 수, 수의 계열, 크기 비교"
2212,17122834,1. 9까지의 수,14201782,"1만큼 더 큰 수와 1만큼 더 작은 수, 0 알아보기",2수01-05,덧셈과 뺄셈이 이루어지는 실생활 상황과 연결하여 덧셈과 뺄셈의 의미를 이해한다.,"덧셈과 뺄셈이 이루어지는 실생활 상황과 연결하여 덧셈과 뺄셈의 의미를 말하고, 그 상황을 덧셈식이나 뺄셈식으로 나타낼 수 있다.",실생활 상황을 덧셈식이나 뺄셈식으로 나타낼 수 있다.,"안내된 절차에 따라 덧셈이 이루어지는 상황을 덧셈식으로, 뺄셈이 이루어지는 상황을 뺄셈식으로 나타낼 수 있다.",12234970,"1만큼 더 큰 수, 1만큼 더 작은 수 알아보기(그림)",12236856,"그림보다 1만큼 더 큰 수, 1만큼 더 작은 수 찾기","덧셈, 뺄셈, 실생활 상황, 덧셈식, 뺄셈식","덧셈, 뺄셈, 실생활 상황"
2212,17122834,1. 9까지의 수,14201782,"1만큼 더 큰 수와 1만큼 더 작은 수, 0 알아보기",2수01-05,덧셈과 뺄셈이 이루어지는 실생활 상황과 연결하여 덧셈과 뺄셈의 의미를 이해한다.,"덧셈과 뺄셈이 이루어지는 실생활 상황과 연결하여 덧셈과 뺄셈의 의미를 말하고, 그 상황을 덧셈식이나 뺄셈식으로 나타낼 수 있다.",실생활 상황을 덧셈식이나 뺄셈식으로 나타낼 수 있다.,"안내된 절차에 따라 덧셈이 이루어지는 상황을 덧셈식으로, 뺄셈이 이루어지는 상황을 뺄셈식으로 나타낼 수 있다.",12234970,"1만큼 더 큰 수, 1만큼 더 작은 수 알아보기(그림)",12236857,"1 만큼 더 큰 수, 1만큼 더 작은 수를 나타내는 그림 찾기","덧셈, 뺄셈, 실생활 상황, 덧셈식, 뺄셈식","덧셈, 뺄셈, 실생활 상황"
2212,17122834,1. 9까지의 수,14201782,"1만큼 더 큰 수와 1만큼 더 작은 수, 0 알아보기",2수01-05,덧셈과 뺄셈이 이루어지는 실생활 상황과 연결하여 덧셈과 뺄셈의 의미를 이해한다.,"덧셈과 뺄셈이 이루어지는 실생활 상황과 연결하여 덧셈과 뺄셈의 의미를 말하고, 그 상황을 덧셈식이나 뺄셈식으로 나타낼 수 있다.",실생활 상황을 덧셈식이나 뺄셈식으로 나타낼 수 있다.,"안내된 절차에 따라 덧셈이 이루어지는 상황을 덧셈식으로, 뺄셈이 이루어지는 상황을 뺄셈식으로 나타낼 수 있다.",12234971,"1만큼 더 큰 수, 1만큼 더 작은 수 알아보기(숫자)",12236858,1 만큼 더 큰 수와 1만큼 더 작은 수 알아보기,"덧셈, 뺄셈, 실생활 상황, 덧셈식, 뺄셈식","덧셈, 뺄셈, 실생활 상황"
2212,17122834,1. 9까지의 수,14201782,"1만큼 더 큰 수와 1만큼 더 작은 수, 0 알아보기",2수01-05,덧셈과 뺄셈이 이루어지는 실생활 상황과 연결하여 덧셈과 뺄셈의 의미를 이해한다.,"덧셈과 뺄셈이 이루어지는 실생활 상황과 연결하여 덧셈과 뺄셈의 의미를 말하고, 그 상황을 덧셈식이나 뺄셈식으로 나타낼 수 있다.",실생활 상황을 덧셈식이나 뺄셈식으로 나타낼 수 있다.,"안내된 절차에 따라 덧셈이 이루어지는 상황을 덧셈식으로, 뺄셈이 이루어지는 상황을 뺄셈식으로 나타낼 수 있다.",12234971,"1만큼 더 큰 수, 1만큼 더 작은 수 알아보기(숫자)",12236859,1 만큼 더 큰 수와 1만큼 더 작은 수 알아보기 활용,"덧셈, 뺄셈, 실생활 상황, 덧셈식, 뺄셈식","덧셈, 뺄셈, 실생활 상황"
2212,17122834,1. 9까지의 수,14201782,"1만큼 더 큰 수와 1만큼 더 작은 수, 0 알아보기",2수01-05,덧셈과 뺄셈이 이루어지는 실생활 상황과 연결하여 덧셈과 뺄셈의 의미를 이해한다.,"덧셈과 뺄셈이 이루어지는 실생활 상황과 연결하여 덧셈과 뺄셈의 의미를 말하고, 그 상황을 덧셈식이나 뺄셈식으로 나타낼 수 있다.",실생활 상황을 덧셈식이나 뺄셈식으로 나타낼 수 있다.,"안내된 절차에 따라 덧셈이 이루어지는 상황을 덧셈식으로, 뺄셈이 이루어지는 상황을 뺄셈식으로 나타낼 수 있다.",12234971,"1만큼 더 큰 수, 1만큼 더 작은 수 알아보기(숫자)",12236860,[문장제] 1만큼 더 큰 수와 1만큼 더 작은 수,"덧셈, 뺄셈, 실생활 상황, 덧셈식, 뺄셈식","덧셈, 뺄셈, 실생활 상황"
2212,17122834,1. 9까지의 수,14201782,"1만큼 더 큰 수와 1만큼 더 작은 수, 0 알아보기",2수01-05,덧셈과 뺄셈이 이루어지는 실생활 상황과 연결하여 덧셈과 뺄셈의 의미를 이해한다.,"덧셈과 뺄셈이 이루어지는 실생활 상황과 연결하여 덧셈과 뺄셈의 의미를 말하고, 그 상황을 덧셈식이나 뺄셈식으로 나타낼 수 있다.",실생활 상황을 덧셈식이나 뺄셈식으로 나타낼 수 있다.,"안내된 절차에 따라 덧셈이 이루어지는 상황을 덧셈식으로, 뺄셈이 이루어지는 상황을 뺄셈식으로 나타낼 수 있다.",12234972,0 알아보기,12236861,0 알아보기,"덧셈, 뺄셈, 실생활 상황, 덧셈식, 뺄셈식","덧셈, 뺄셈, 실생활 상황"
2212,17122834,1. 9까지의 수,14201782,"1만큼 더 큰 수와 1만큼 더 작은 수, 0 알아보기",2수01-05,덧셈과 뺄셈이 이루어지는 실생활 상황과 연결하여 덧셈과 뺄셈의 의미를 이해한다.,"덧셈과 뺄셈이 이루어지는 실생활 상황과 연결하여 덧셈과 뺄셈의 의미를 말하고, 그 상황을 덧셈식이나 뺄셈식으로 나타낼 수 있다.",실생활 상황을 덧셈식이나 뺄셈식으로 나타낼 수 있다.,"안내된 절차에 따라 덧셈이 이루어지는 상황을 덧셈식으로, 뺄셈이 이루어지는 상황을 뺄셈식으로 나타낼 수 있다.",12234972,0 알아보기,12236862,그림으로 0 알아보기,"덧셈, 뺄셈, 실생활 상황, 덧셈식, 뺄셈식","덧셈, 뺄셈, 실생활 상황"
2212,17122834,1. 9까지의 수,14201782,"1만큼 더 큰 수와 1만큼 더 작은 수, 0 알아보기",2수01-05,덧셈과 뺄셈이 이루어지는 실생활 상황과 연결하여 덧셈과 뺄셈의 의미를 이해한다.,"덧셈과 뺄셈이 이루어지는 실생활 상황과 연결하여 덧셈과 뺄셈의 의미를 말하고, 그 상황을 덧셈식이나 뺄셈식으로 나타낼 수 있다.",실생활 상황을 덧셈식이나 뺄셈식으로 나타낼 수 있다.,"안내된 절차에 따라 덧셈이 이루어지는 상황을 덧셈식으로, 뺄셈이 이루어지는 상황을 뺄셈식으로 나타낼 수 있다.",12234972,0 알아보기,12236863,[문장제] 0 알아보기,"덧셈, 뺄셈, 실생활 상황, 덧셈식, 뺄셈식","덧셈, 뺄셈, 실생활 상황"
2212,17122834,1. 9까지의 수,14201783,두 수의 크기 비교,2수01-06,두 자리 수의 범위에서 덧셈과 뺄셈의 계산 원리를 이해하고 그 계산을 할 수 있다.,"두 자리 수의 범위에서 덧셈과 뺄셈을 하고, 그 계산 원리를 말할 수 있다.","두 자리 수의 범위에서 덧셈과 뺄셈의 계산 원리를 이해하고, 그 계산을 할 수 있다.",안내된 절차에 따라 두 자리 수의 범위에서 간단한 덧셈과 뺄셈을 할 수 있다.,12234973,9까지 수의 크기 비교하기,12236864,그림을 보고 많고 적음 비교하기,"두 자리 수, 덧셈, 뺄셈, 계산 원리, 계산, 범위, 이해, 말하기","두 자리 수, 덧셈, 뺄셈, 계산 원리"
2212,17122834,1. 9까지의 수,14201783,두 수의 크기 비교,2수01-06,두 자리 수의 범위에서 덧셈과 뺄셈의 계산 원리를 이해하고 그 계산을 할 수 있다.,"두 자리 수의 범위에서 덧셈과 뺄셈을 하고, 그 계산 원리를 말할 수 있다.","두 자리 수의 범위에서 덧셈과 뺄셈의 계산 원리를 이해하고, 그 계산을 할 수 있다.",안내된 절차에 따라 두 자리 수의 범위에서 간단한 덧셈과 뺄셈을 할 수 있다.,12234973,9까지 수의 크기 비교하기,12236865,그림을 보고 수의 크기 비교하기,"두 자리 수, 덧셈, 뺄셈, 계산 원리, 계산, 범위, 이해, 말하기","두 자리 수, 덧셈, 뺄셈, 계산 원리"
2212,17122834,1. 9까지의 수,14201783,두 수의 크기 비교,2수01-06,두 자리 수의 범위에서 덧셈과 뺄셈의 계산 원리를 이해하고 그 계산을 할 수 있다.,"두 자리 수의 범위에서 덧셈과 뺄셈을 하고, 그 계산 원리를 말할 수 있다.","두 자리 수의 범위에서 덧셈과 뺄셈의 계산 원리를 이해하고, 그 계산을 할 수 있다.",안내된 절차에 따라 두 자리 수의 범위에서 간단한 덧셈과 뺄셈을 할 수 있다.,12234973,9까지 수의 크기 비교하기,12236867,두 수의 크기 비교하기,"두 자리 수, 덧셈, 뺄셈, 계산 원리, 계산, 범위, 이해, 말하기","두 자리 수, 덧셈, 뺄셈, 계산 원리"
2212,17122834,1. 9까지의 수,14201783,두 수의 크기 비교,2수01-06,두 자리 수의 범위에서 덧셈과 뺄셈의 계산 원리를 이해하고 그 계산을 할 수 있다.,"두 자리 수의 범위에서 덧셈과 뺄셈을 하고, 그 계산 원리를 말할 수 있다.","두 자리 수의 범위에서 덧셈과 뺄셈의 계산 원리를 이해하고, 그 계산을 할 수 있다.",안내된 절차에 따라 두 자리 수의 범위에서 간단한 덧셈과 뺄셈을 할 수 있다.,12234973,9까지 수의 크기 비교하기,12236868,세 그림 이상의 그림을 보고 수의 크기 비교하기,"두 자리 수, 덧셈, 뺄셈, 계산 원리, 계산, 범위, 이해, 말하기","두 자리 수, 덧셈, 뺄셈, 계산 원리"
2212,17122834,1. 9까지의 수,14201783,두 수의 크기 비교,2수01-06,두 자리 수의 범위에서 덧셈과 뺄셈의 계산 원리를 이해하고 그 계산을 할 수 있다.,"두 자리 수의 범위에서 덧셈과 뺄셈을 하고, 그 계산 원리를 말할 수 있다.","두 자리 수의 범위에서 덧셈과 뺄셈의 계산 원리를 이해하고, 그 계산을 할 수 있다.",안내된 절차에 따라 두 자리 수의 범위에서 간단한 덧셈과 뺄셈을 할 수 있다.,12234973,9까지 수의 크기 비교하기,12236869,세 개 이상의 수의 크기 비교하기,"두 자리 수, 덧셈, 뺄셈, 계산 원리, 계산, 범위, 이해, 말하기","두 자리 수, 덧셈, 뺄셈, 계산 원리"
2212,17122834,1. 9까지의 수,14201783,두 수의 크기 비교,2수01-06,두 자리 수의 범위에서 덧셈과 뺄셈의 계산 원리를 이해하고 그 계산을 할 수 있다.,"두 자리 수의 범위에서 덧셈과 뺄셈을 하고, 그 계산 원리를 말할 수 있다.","두 자리 수의 범위에서 덧셈과 뺄셈의 계산 원리를 이해하고, 그 계산을 할 수 있다.",안내된 절차에 따라 두 자리 수의 범위에서 간단한 덧셈과 뺄셈을 할 수 있다.,12234974,9까지 수의 크기 비교하기-활용,12236870,여러 가지 수의 크기 비교하기,"두 자리 수, 덧셈, 뺄셈, 계산 원리, 계산, 범위, 이해, 말하기","두 자리 수, 덧셈, 뺄셈, 계산 원리"
