mcode,l_title,f_mchapter_id,l_type_nm,f_mchapter_nm
T1ME22U02002,"7단, 9단 곱셈구구/1, 0의 곱/곱셈표",14201896,기)여름방학특강,곱셈표
T1ME22U02011,곱셈표를 만들어 볼까요,14201896,기)교과서 진도학습,곱셈표
T1ME22U02002,"7단, 9단 곱셈구구/1, 0의 곱/곱셈표",14201897,기)여름방학특강,곱셈구구를 활용하기
T1ME22U02012,곱셈구구를 이용하여 문제를 해결해 볼까요,14201897,기)교과서 진도학습,곱셈구구를 활용하기
T1ME22U03001,길이 알아보기,14201898,기)여름방학특강,길이 알아보기
T1ME22U03004,cm보다 더 큰 단위를 알아볼까요,14201898,기)교과서 진도학습,길이 알아보기
T1ME22U03005,자로 길이를 재어 볼까요,14201898,기)교과서 진도학습,길이 알아보기
T1ME22U03002,"길이의 합과 차, 길이 어림하기",14201899,기)여름방학특강,길이의 합
T1ME22U03006,길이의 합을 구해 볼까요,14201899,기)교과서 진도학습,길이의 합
T1ME22U03002,"길이의 합과 차, 길이 어림하기",14201900,기)여름방학특강,길이의 차
T1ME22U03007,길이의 차를 구해 볼까요,14201900,기)교과서 진도학습,길이의 차
T1ME22U03002,"길이의 합과 차, 길이 어림하기",14201901,기)여름방학특강,길이 어림하기
T1ME22U03008,길이를 어림해 볼까요,14201901,기)교과서 진도학습,길이 어림하기
T1ME22U04001,몇 시 몇 분 읽어 보기,14201902,기)여름방학특강,시각과 시간
T1ME22U04002,시간과 달력 알아보기,14201902,기)여름방학특강,시각과 시간
T1ME22U04004,몇 시 몇 분을 읽어 볼까요(1),14201902,기)교과서 진도학습,시각과 시간
T1ME22U04005,몇 시 몇 분을 읽어 볼까요(2),14201902,기)교과서 진도학습,시각과 시간
T1ME22U04006,여러 가지 방법으로 시각을 읽어 볼까요,14201902,기)교과서 진도학습,시각과 시간
T1ME22U04007,1시간을 알아볼까요,14201902,기)교과서 진도학습,시각과 시간
T1ME12U03001,여러 가지 모양 찾아보기,14201868,기)여름방학특강,여러 가지 모양 찾아보기
T1ME12U03005,"□, △, ○ 모양을 찾아볼까요",14201868,기)교과서 진도학습,여러 가지 모양 찾아보기
T1ME12U03002,여러 가지 모양 알아보기,14201869,기)여름방학특강,여러 가지 모양 알아보기
T1ME12U03005,"□, △, ○ 모양을 찾아볼까요",14201869,기)교과서 진도학습,여러 가지 모양 알아보기
T1ME12U03006,"□, △, ○ 모양을 알아볼까요",14201869,기)교과서 진도학습,여러 가지 모양 알아보기
T1ME12U03002,여러 가지 모양 알아보기,14201870,기)여름방학특강,여러 가지 모양 만들기
T1ME12U03007,여러 가지 모양을 만들어 볼까요,14201870,기)교과서 진도학습,여러 가지 모양 만들기
T1ME12U03003,몇 시 30분 알아보기,14201871,기)여름방학특강,몇 시 알아보기
T1ME12U03008,몇 시를 알아볼까요,14201871,기)교과서 진도학습,몇 시 알아보기
T1ME12U03003,몇 시 30분 알아보기,14201872,기)여름방학특강,몇 시 30분 알아보기
T1ME12U03009,몇 시 30분을 알아볼까요,14201872,기)교과서 진도학습,몇 시 30분 알아보기
T1ME12U03003,몇 시 30분 알아보기,14201873,기)여름방학특강,"몇 시, 몇 시 30분의 응용"
T1ME12U03009,몇 시 30분을 알아볼까요,14201873,기)교과서 진도학습,"몇 시, 몇 시 30분의 응용"
T1ME12U04001,덧셈 알아보기,14201875,기)여름방학특강,받아올림이 있는 덧셈
T1ME12U04005,덧셈을 해 볼까요,14201875,기)교과서 진도학습,받아올림이 있는 덧셈
T1ME12U04006,여러 가지 덧셈을 해 볼까요,14201875,기)교과서 진도학습,받아올림이 있는 덧셈
T1ME12U04004,덧셈을 알아볼까요,14201875,기)교과서 진도학습,받아올림이 있는 덧셈
T1ME12U04002,뻴셈 알아보기,14201876,기)여름방학특강,받아내림이 있는 뺄셈
T1ME12U04007,뺄셈을 알아볼까요,14201876,기)교과서 진도학습,받아내림이 있는 뺄셈
T1ME12U04008,뺄셈을 해 볼까요,14201876,기)교과서 진도학습,받아내림이 있는 뺄셈
T1ME12U04009,여러 가지 뺄셈을 해 볼까요,14201876,기)교과서 진도학습,받아내림이 있는 뺄셈
T1ME12U05001,규칙을 찾아 여러 가지 방법으로 나타내기,14201878,기)여름방학특강,규칙 만들기(1)
T1ME12U05003,규칙을 찾아볼까요,14201878,기)교과서 진도학습,규칙 만들기(1)
T1ME12U05004,규칙을 만들어 볼까요(1),14201878,기)교과서 진도학습,규칙 만들기(1)
T1ME12U05001,규칙을 찾아 여러 가지 방법으로 나타내기,14201880,기)여름방학특강,규칙 찾기(수)
T1ME12U05006,수 배열에서 규칙을 찾아볼까요,14201880,기)교과서 진도학습,규칙 찾기(수)
T1ME12U05007,수 배열표에서 규칙을 찾아볼까요,14201880,기)교과서 진도학습,규칙 찾기(수)
T1ME12U05008,규칙을 여러 가지 방법으로 나타내 볼까요,14201880,기)교과서 진도학습,규칙 찾기(수)
T1ME12U06001,덧셈 알아보기,14201881,기)여름방학특강,덧셈하기(1)
T1ME12U06001,덧셈 알아보기,14201882,기)여름방학특강,덧셈하기(2)
T1ME12U06001,덧셈 알아보기,14201883,기)여름방학특강,덧셈하기(3)
T1ME12U06002,뺄셈 알아보기,14201885,기)여름방학특강,뺄셈하기(1)
T1ME12U06002,뺄셈 알아보기,14201886,기)여름방학특강,뺄셈하기(2)
T1ME12U06002,뺄셈 알아보기,14201887,기)여름방학특강,뺄셈하기(3)
T1ME22U05001,표로 나타내기,14201905,기)여름방학특강,표로 나타내기
T1ME22U05002,그래프로 나타내기/표와 그래프의 특징,14201905,기)여름방학특강,표로 나타내기
T1ME22U05004,자료를 분류하여 표로 나타내 볼까요,14201905,기)교과서 진도학습,표로 나타내기
T1ME22U05005,자료를 조사하여 표로 나타내 볼까요,14201905,기)교과서 진도학습,표로 나타내기
T1ME22U05007,표와 그래프를 보고 무엇을 알 수 있을까요,14201905,기)교과서 진도학습,표로 나타내기
T1ME22U05008,표와 그래프로 나타내 볼까요,14201905,기)교과서 진도학습,표로 나타내기
T1ME22U04002,시간과 달력 알아보기,14201903,기)여름방학특강,하루의 시간 알아보기
T1ME22U04008,하루의 시간을 알아볼까요,14201903,기)교과서 진도학습,하루의 시간 알아보기
T1ME22U04002,시간과 달력 알아보기,14201904,기)여름방학특강,달력 알아보기
T1ME22U04009,달력을 알아볼까요,14201904,기)교과서 진도학습,달력 알아보기
T1ME22U05002,그래프로 나타내기/표와 그래프의 특징,14201906,기)여름방학특강,그래프로 나타내기
T1ME22U05006,자료를 분류하여 그래프로 나타내 볼까요,14201906,기)교과서 진도학습,그래프로 나타내기
T1ME22U05007,표와 그래프를 보고 무엇을 알 수 있을까요,14201906,기)교과서 진도학습,그래프로 나타내기
T1ME22U05008,표와 그래프로 나타내 볼까요,14201906,기)교과서 진도학습,그래프로 나타내기
T1ME22U06001,"무늬, 쌓은 모양에서 규칙 찾기",14201907,기)여름방학특강,규칙 찾기
T1ME22U06002,"덧셈표, 곱셈표, 생활에서 규칙 찾기",14201907,기)여름방학특강,규칙 찾기
T1ME12U01008,수의 크기를 비교해 볼까요,14201861,기)교과서 진도학습,여러 개의 수의 크기 비교하기
T1ME12U01009,짝수와 홀수를 알아볼까요,14201862,기)교과서 진도학습,짝수와 홀수
T1ME12U02006,10이 되는 더하기를 해 볼까요,14201864,기)교과서 진도학습,두 수를 더하기
T1ME12U19004,4. 덧셈과 뺄셈(2),14201874,탭)누구나 백점,10을 이용하여 모으기와 가르기
T1ME12U05003,규칙을 찾아볼까요,14201877,기)교과서 진도학습,규칙 찾기
T1ME12U05005,규칙을 만들어 볼까요(2),14201879,기)교과서 진도학습,규칙 만들기(2)
T1ME11U04050,길이 비교하기,14201796,탭)단원별 보충 학습,높이 비교하기
T1ME11U04049,단원마무리,14201797,탭)영역별 집중 학습,키 비교하기
